
"03/07/2020 13:47:15"
"Observation"	"CO2B um/m"	"Integral"	"Peak"
3739	-1.10	0	0
3740	-0.86	0	0
3741	-0.90	0	0
3742	-0.97	0	0
3743	-1.30	0	0
3744	-1.24	0	0
3745	-1.05	0	0
3746	-1.26	0	0
3747	-0.99	0	0
3748	-0.94	0	0
3749	-1.04	0	0
3750	-1.05	0	0
3751	-1.01	0	0
3752	-1.26	0	0
3753	-0.96	0	0
3754	-1.26	0	0
3755	-1.18	0	0
3756	-1.05	0	0
3757	-1.14	0	0
3758	-1.03	0	0
3759	-1.03	0	0
3760	-1.13	0	0
3761	-1.00	0	0
3762	-1.21	0	0
3763	-0.98	0	0
3764	-1.30	0	0
3765	-0.80	0	0
3766	-1.22	0	0
3767	-0.88	0	0
3768	-1.23	0	0
3769	-0.90	0	0
3770	-1.19	0	0
3771	-0.96	0	0
3772	-1.09	0	0
3773	-1.29	0	0
3774	-1.12	0	0
3775	-1.17	0	0
3776	-1.10	0	0
3777	-0.90	0	0
3778	-1.00	0	0
3779	-1.35	0	0
3780	-0.98	0	0
3781	-0.85	0	0
3782	-1.20	0	0
3783	-1.29	0	0
3784	-0.94	0	0
3785	-0.90	0	0
3786	-1.19	0	0
3787	-1.07	0	0
3788	-0.87	0	0
3789	-1.28	0	0
3790	-0.88	0	0
3791	-1.27	0	0
3792	-0.89	0	0
3793	-0.99	0	0
3794	-1.20	0	0
3795	-0.85	0	0
3796	-1.16	0	0
3797	-1.05	0	0
3798	-0.93	0	0
3799	-1.26	0	0
3800	-0.88	0	0
3801	-1.16	0	0
3802	-1.09	0	0
3803	-1.03	0	0
3804	-1.06	0	0
3805	-0.84	0	0
3806	-0.93	0	0
3807	-1.20	0	0
3808	-1.20	0	0
3809	-1.06	0	0
3810	-0.92	0	0
3811	-0.79	0	0
3812	-0.90	0	0
3813	-0.98	0	0
3814	-1.22	0	0
3815	-1.22	0	0
3816	-1.02	0	0
3817	-1.21	0	0
3818	-1.15	0	0
3819	-0.86	0	0
3820	-0.96	0	0
3821	-1.20	0	0
3822	-1.29	0	0
3823	-1.06	0	0
3824	-0.97	0	0
3825	-0.85	0	0
3826	-0.94	0	0
3827	-0.99	0	0
3828	-1.26	0	0
3829	-0.92	0	0
3830	-0.87	0	0
3831	-1.19	0	0
3832	-1.18	0	0
3833	-0.92	0	0
3834	-0.83	0	0
3835	-1.15	0	0
3836	-1.10	0	0
3837	-0.88	0	0
3838	-1.15	0	0
3839	-0.88	0	0
3840	-1.14	0	0
3841	-1.01	0	0
3842	-0.91	0	0
3843	-1.09	0	0
3844	-1.05	0	0
3845	-0.82	0	0
3846	-1.18	0	0
3847	-0.89	0	0
3848	-1.24	0	0
3849	-1.25	0	0
3850	-0.82	0	0
3851	-1.30	0	0
3852	-0.79	0	0
3853	-1.29	0	0
3854	-0.90	0	0
3855	-1.06	0	0
3856	-1.02	0	0
3857	-0.92	0	0
3858	-1.20	0	0
3859	-0.95	0	0
3860	-1.08	0	0
3861	-1.17	0	0
3862	-0.86	0	0
3863	-1.11	0	0
3864	-1.01	0	0
3865	-1.00	0	0
3866	-1.14	0	0
3867	-0.83	0	0
3868	-1.16	0	0
3869	-0.90	0	0
3870	-1.03	0	0
3871	-1.06	0	0
3872	-1.16	0	0
3873	-0.83	0	0
3874	-1.16	0	0
3875	-0.84	0	0
3876	-1.14	0	0
3877	-0.85	0	0
3878	-0.77	0	0
3879	-0.77	0	0
3880	-1.11	0	0
3881	-0.82	0	0
3882	-1.17	0	0
3883	-0.83	0	0
3884	-1.20	0	0
3885	-1.06	0	0
3886	-0.80	0	0
3887	-1.03	0	0
3888	-1.18	0	0
3889	-0.86	0	0
3890	-1.28	0	0
3891	-0.83	0	0
3892	-1.08	0	0
3893	-1.14	0	0
3894	-0.87	0	0
3895	-1.12	0	0
3896	-1.08	0	0
3897	-0.88	0	0
3898	-1.19	0	0
3899	-1.06	0	0
3900	-0.81	0	0
3901	-1.07	0	0
3902	-1.23	0	0
3903	-0.84	0	0
3904	-1.16	0	0
3905	-1.10	0	0
3906	-0.82	0	0
3907	-1.13	0	0
3908	-0.85	0	0
3909	-1.03	0	0
3910	-1.04	0	0
3911	-0.92	0	0
3912	-1.24	0	0
3913	-0.91	0	0
3914	-1.03	0	0
3915	-1.23	0	0
3916	-0.96	0	0
3917	-0.86	0	0
3918	-0.93	0	0
3919	-1.18	0	0
3920	-1.23	0	0
3921	-1.03	0	0
3922	-0.83	0	0
3923	-1.24	0	0
3924	-0.92	0	0
3925	-0.88	0	0
3926	-1.26	0	0
3927	-1.13	0	0
3928	-0.82	0	0
3929	-0.89	0	0
3930	-1.02	0	0
3931	-1.22	0	0
3932	-1.01	0	0
3933	-0.88	0	0
3934	-1.01	0	0
3935	-1.25	0	0
3936	-1.22	0	0
3937	-0.81	0	0
3938	-1.08	0	0
3939	-1.31	0	0
3940	-0.79	0	0
3941	-1.21	0	0
3942	-1.00	0	0
3943	-1.10	0	0
3944	-1.27	0	0
3945	-0.82	0	0
3946	-1.17	0	0
3947	-1.03	0	0
3948	-0.93	0	0
3949	-1.18	0	0
3950	-0.85	0	0
3951	-1.14	0	0
3952	-1.17	0	0
3953	-0.83	0	0
3954	-1.10	0	0
3955	-1.22	0	0
3956	-0.86	0	0
3957	-1.18	0	0
3958	-1.05	0	0
3959	-1.00	0	0
3960	-1.28	0	0
3961	-0.92	0	0
3962	-1.16	0	0
3963	-1.15	0	0
3964	-0.86	0	0
3965	-1.19	0	0
3966	-1.19	0	0
3967	-0.89	0	0
3968	-0.96	0	0
3969	-1.33	0	0
3970	-1.03	0	0
3971	-0.82	0	0
3972	-1.08	0	0
3973	-1.23	0	0
3974	-1.22	0	0
3975	-0.99	0	0
3976	-1.03	0	0
3977	-1.30	0	0
3978	-0.90	0	0
3979	-1.23	0	0
3980	-0.93	0	0
3981	-1.14	0	0
3982	-1.23	0	0
3983	-0.96	0	0
3984	-1.32	0	0
3985	-0.93	0	0
3986	-1.15	0	0
3987	-1.31	0	0
3988	-0.96	0	0
3989	-0.87	0	0
3990	-1.21	0	0
3991	-1.17	0	0
3992	-0.86	0	0
3993	-1.02	0	0
3994	-1.28	0	0
3995	-1.29	0	0
3996	-1.34	0	0
3997	-1.40	0	0
3998	-1.29	0	0
3999	-1.01	0	0
4000	-0.93	0	0
4001	-1.17	0	0
4002	-1.37	0	0
4003	-1.32	0	0
4004	-1.28	0	0
4005	-1.19	0	0
4006	-0.97	0	0
4007	-0.94	0	0
4008	-1.06	0	0
4009	-0.97	0	0
4010	-1.06	0	0
4011	-1.01	0	0
4012	-1.00	0	0
4013	-0.85	0	0
4014	-0.98	0	0
4015	-1.29	0	0
4016	-1.42	0	0
4017	-0.95	0	0
4018	-0.89	0	0
4019	-1.07	0	0
4020	-1.12	0	0
4021	-1.22	0	0
4022	-1.38	0	0
4023	-1.30	0	0
4024	-1.25	0	0
4025	-1.04	0	0
4026	-1.08	0	0
4027	-1.34	0	0
4028	-1.14	0	0
4029	-1.05	0	0
4030	-1.19	0	0
4031	-1.39	0	0
4032	-1.02	0	0
4033	-1.18	0	0
4034	-1.41	0	0
4035	-1.14	0	0
4036	-0.96	0	0
4037	-1.35	0	0
4038	-1.02	0	0
4039	-1.22	0	0
4040	-1.29	0	0
4041	-1.02	0	0
4042	-1.38	0	0
4043	-1.28	0	0
4044	-1.05	0	0
4045	-1.29	0	0
4046	-1.39	0	0
4047	-0.99	0	0
4048	-0.98	0	0
4049	-1.12	0	0
4050	-1.41	0	0
4051	-1.11	0	0
4052	-0.95	0	0
4053	-1.02	0	0
4054	-1.37	0	0
4055	-1.32	0	0
4056	-0.97	0	0
4057	-1.08	0	0
4058	-1.06	0	0
4059	-0.96	0	0
4060	-0.98	0	0
4061	-1.18	0	0
4062	-1.13	0	0
4063	-1.05	0	0
4064	-1.21	0	0
4065	-1.33	0	0
4066	-1.16	0	0
4067	-0.96	0	0
4068	-1.27	0	0
4069	-1.46	0	0
4070	-1.35	0	0
4071	-1.32	0	0
4072	-1.17	0	0
4073	-1.17	0	0
4074	-1.23	0	0
4075	-1.19	0	0
4076	-1.14	0	0
4077	-1.28	0	0
4078	-1.15	0	0
4079	-1.26	0	0
4080	-1.22	0	0
4081	-1.16	0	0
4082	-1.31	0	0
4083	-0.97	0	0
4084	-1.36	0	0
4085	-1.00	0	0
4086	-1.29	0	0
4087	-1.02	0	0
4088	-1.20	0	0
4089	-1.37	0	0
4090	-0.98	0	0
4091	-1.04	0	0
4092	-1.06	0	0
4093	-1.14	0	0
4094	-1.31	0	0
4095	-1.40	0	0
4096	-1.09	0	0
4097	-1.03	0	0
4098	-0.96	0	0
4099	-1.04	0	0
4100	-1.06	0	0
4101	-1.00	0	0
4102	-1.18	0	0
4103	-1.24	0	0
4104	-1.24	0	0
4105	-1.43	0	0
4106	-0.94	0	0
4107	-1.36	0	0
4108	-0.98	0	0
4109	-1.32	0	0
4110	-1.31	0	0
4111	-0.94	0	0
4112	-1.30	0	0
4113	-1.46	0	0
4114	-1.30	0	0
4115	-1.12	0	0
4116	-1.17	0	0
4117	-0.99	0	0
4118	-1.07	0	0
4119	-1.16	0	0
4120	-1.42	0	0
4121	-1.39	0	0
4122	-1.31	0	0
4123	-1.21	0	0
4124	-1.08	0	0
4125	-1.05	0	0
4126	-1.05	0	0
4127	-1.18	0	0
4128	-1.34	0	0
4129	-1.32	0	0
4130	-1.01	0	0
4131	-1.32	0	0
4132	-1.08	0	0
4133	-1.12	0	0
4134	-1.39	0	0
4135	-1.43	0	0
4136	-1.41	0	0
4137	-1.36	0	0
4138	-1.48	0	0
4139	-1.38	0	0
4140	-1.08	0	0
4141	-1.08	0	0
4142	-1.32	0	0
4143	-1.20	0	0
4144	-1.30	0	0
4145	-1.38	0	0
4146	-1.02	0	0
4147	-1.32	0	0
4148	-1.25	0	0
4149	-1.06	0	0
4150	-1.23	0	0
4151	-1.41	0	0
4152	-1.04	0	0
4153	-1.06	0	0
4154	-1.26	0	0
4155	-1.42	0	0
4156	-1.40	0	0
4157	-1.20	0	0
4158	-1.28	0	0
4159	-1.12	0	0
4160	-1.30	0	0
4161	-1.39	0	0
4162	-1.38	0	0
4163	-1.44	0	0
4164	-1.40	0	0
4165	-1.34	0	0
4166	-1.31	0	0
4167	-1.41	0	0
4168	-1.32	0	0
4169	-1.27	0	0
4170	-1.22	0	0
4171	-1.15	0	0
4172	-1.18	0	0
4173	-1.02	0	0
4174	-0.97	0	0
4175	-1.05	0	0
4176	-0.97	0	0
4177	-1.06	0	0
4178	-1.07	0	0
4179	-1.09	0	0
4180	-1.04	0	0
4181	-1.39	0	0
4182	-1.31	0	0
4183	-1.27	0	0
4184	-1.08	0	0
4185	-1.01	0	0
4186	-1.09	0	0
4187	-1.14	0	0
4188	-1.08	0	0
4189	-1.04	0	0
4190	-1.11	0	0
4191	-0.98	0	0
4192	-1.00	0	0
4193	-1.05	0	0
4194	-1.32	0	0
4195	-1.49	0	0
4196	-1.16	0	0
4197	-0.96	0	0
4198	-1.05	0	0
4199	-1.31	0	0
4200	-1.38	0	0
4201	-1.34	0	0
4202	-1.02	0	0
4203	-1.10	0	0
4204	-1.42	0	0
4205	-1.35	0	0
4206	-0.92	0	0
4207	-1.13	0	0
4208	-1.43	0	0
4209	-1.36	0	0
4210	-1.04	0	0
4211	-1.29	0	0
4212	-1.32	0	0
4213	-0.98	0	0
4214	-1.19	0	0
4215	-1.23	0	0
4216	-1.32	0	0
4217	-1.40	0	0
4218	-1.22	0	0
4219	-1.00	0	0
4220	-1.37	0	0
4221	-1.36	0	0
4222	-1.22	0	0
4223	-0.94	0	0
4224	-1.39	0	0
4225	-1.33	0	0
4226	-1.18	0	0
4227	-0.92	0	0
4228	-1.32	0	0
4229	-1.29	0	0
4230	-1.20	0	0
4231	-1.13	0	0
4232	-1.07	0	0
4233	-1.02	0	0
4234	-1.15	0	0
4235	-1.10	0	0
4236	-1.21	0	0
4237	-1.23	0	0
4238	-1.17	0	0
4239	-1.15	0	0
4240	-1.18	0	0
4241	-1.14	0	0
4242	-1.11	0	0
4243	-1.13	0	0
4244	-1.11	0	0
4245	-1.18	0	0
4246	-1.17	0	0
4247	-1.22	0	0
4248	-1.18	0	0
4249	-1.10	0	0
4250	-1.03	0	0
4251	-1.04	0	0
4252	-1.13	0	0
4253	-1.25	0	0
4254	-1.30	0	0
4255	-1.56	0	0
4256	-1.39	0	0
4257	-1.27	0	0
4258	-1.05	0	0
4259	-1.06	0	0
4260	-1.28	0	0
4261	-1.51	0	0
4262	-1.33	0	0
4263	-1.09	0	0
4264	-1.02	0	0
4265	-1.05	0	0
4266	-1.19	0	0
4267	-1.41	0	0
4268	-1.43	0	0
4269	-1.39	0	0
4270	-1.20	0	0
4271	-1.12	0	0
4272	-1.07	0	0
4273	-1.09	0	0
4274	-1.09	0	0
4275	-1.38	0	0
4276	-1.40	0	0
4277	-1.35	0	0
4278	-1.04	0	0
4279	-1.18	0	0
4280	-1.11	0	0
4281	-0.98	0	0
4282	-1.09	0	0
4283	-1.27	0	0
4284	-1.39	0	0
4285	-1.33	0	0
4286	-1.09	0	0
4287	-1.09	0	0
4288	-1.15	0	0
4289	-1.35	0	0
4290	-1.43	0	0
4291	-1.33	0	0
4292	-1.06	0	0
4293	-1.02	0	0
4294	-1.06	0	0
4295	-1.02	0	0
4296	-1.06	0	0
4297	-0.98	0	0
4298	-1.33	0	0
4299	-1.57	0	0
4300	-1.41	0	0
4301	-1.50	0	0
4302	-1.52	0	0
4303	-1.45	0	0
4304	-1.40	0	0
4305	-1.31	0	0
4306	-1.43	0	0
4307	-1.43	0	0
4308	-1.03	0	0
4309	-1.35	0	0
4310	-1.37	0	0
4311	-1.02	0	0
4312	-1.17	0	0
4313	-0.98	0	0
4314	-1.16	0	0
4315	-1.42	0	0
4316	-1.07	0	0
4317	-1.07	0	0
4318	-1.40	0	0
4319	-1.32	0	0
4320	-1.31	0	0
4321	-1.08	0	0
4322	-1.53	0	0
4323	-0.97	0	0
4324	-1.41	0	0
4325	-1.06	0	0
4326	-1.07	0	0
4327	-1.37	0	0
4328	-1.34	0	0
4329	-1.39	0	0
4330	-1.45	0	0
4331	-1.45	0	0
4332	-1.44	0	0
4333	-1.41	0	0
4334	-1.36	0	0
4335	-1.21	0	0
4336	-1.09	0	0
4337	-1.10	0	0
4338	-1.16	0	0
4339	-1.42	0	0
4340	-1.04	0	0
4341	-1.25	0	0
4342	-1.41	0	0
4343	-1.12	0	0
4344	-1.23	0	0
4345	-1.43	0	0
4346	-1.00	0	0
4347	-1.51	0	0
4348	-1.13	0	0
4349	-1.29	0	0
4350	-1.40	0	0
4351	-1.16	0	0
4352	-1.03	0	0
4353	-1.38	0	0
4354	-1.27	0	0
4355	-1.14	0	0
4356	-1.33	0	0
4357	-1.28	0	0
4358	-1.07	0	0
4359	-1.35	0	0
4360	-1.11	0	0
4361	-1.48	0	0
4362	-1.16	0	0
4363	-1.31	0	0
4364	-1.24	0	0
4365	-1.17	0	0
4366	-1.48	0	0
4367	-1.14	0	0
4368	-1.50	0	0
4369	-1.03	0	0
4370	-1.43	0	0
4371	-1.37	0	0
4372	-1.00	0	0
4373	-1.14	0	0
4374	-1.28	0	0
4375	-1.29	0	0
4376	-1.31	0	0
4377	-1.27	0	0
4378	-1.22	0	0
4379	-1.33	0	0
4380	-1.02	0	0
4381	-1.36	0	0
4382	-1.07	0	0
4383	-1.36	0	0
4384	-1.22	0	0
4385	-1.25	0	0
4386	-1.16	0	0
4387	-1.46	0	0
4388	-1.09	0	0
4389	-1.44	0	0
4390	-1.19	0	0
4391	-1.38	0	0
4392	-1.33	0	0
4393	-1.06	0	0
4394	-1.47	0	0
4395	-1.08	0	0
4396	-1.45	0	0
4397	-1.33	0	0
4398	-1.13	0	0
4399	-1.42	0	0
4400	-1.05	0	0
4401	-1.05	0	0
4402	-1.21	0	0
4403	-1.19	0	0
4404	-1.10	0	0
4405	-1.13	0	0
4406	-1.13	0	0
4407	-1.20	0	0
4408	-1.49	0	0
4409	-1.33	0	0
4410	-1.00	0	0
4411	-1.06	0	0
4412	-1.17	0	0
4413	-1.39	0	0
4414	-1.36	0	0
4415	-1.27	0	0
4416	-1.05	0	0
4417	-1.21	0	0
4418	-1.51	0	0
4419	-1.10	0	0
4420	-1.16	0	0
4421	-1.33	0	0
4422	-1.03	0	0
4423	-1.51	0	0
4424	-1.22	0	0
4425	-1.16	0	0
4426	-1.46	0	0
4427	-1.19	0	0
4428	-1.30	0	0
4429	-1.34	0	0
4430	-1.07	0	0
4431	-1.46	0	0
4432	-1.16	0	0
4433	-1.12	0	0
4434	-1.35	0	0
4435	-1.26	0	0
4436	-1.08	0	0
4437	-1.48	0	0
4438	-1.12	0	0
4439	-0.99	0	0
4440	-1.06	0	0
4441	-1.12	0	0
4442	-1.13	0	0
4443	-1.41	0	0
4444	-1.21	0	0
4445	-1.33	0	0
4446	-1.48	0	0
4447	-1.18	0	0
4448	-0.98	0	0
4449	-1.09	0	0
4450	-1.23	0	0
4451	-1.46	0	0
4452	-1.40	0	0
4453	-1.19	0	0
4454	-1.38	0	0
4455	-1.06	0	0
4456	-1.32	0	0
4457	-1.37	0	0
4458	-0.99	0	0
4459	-1.40	0	0
4460	-1.34	0	0
4461	-1.24	0	0
4462	-1.13	0	0
4463	-1.05	0	0
4464	-1.15	0	0
4465	-1.28	0	0
4466	-1.44	0	0
4467	-0.98	0	0
4468	-1.38	0	0
4469	-1.24	0	0
4470	-1.18	0	0
4471	-1.53	0	0
4472	-1.27	0	0
4473	-1.22	0	0
4474	-1.43	0	0
4475	-1.13	0	0
4476	-1.01	0	0
4477	-1.28	0	0
4478	-1.45	0	0
4479	-1.41	0	0
4480	-0.97	0	0
4481	-1.17	0	0
4482	-1.43	0	0
4483	-1.52	0	0
4484	-1.40	0	0
4485	-1.29	0	0
4486	-1.33	0	0
4487	-1.36	0	0
4488	-1.40	0	0
4489	-1.46	0	0
4490	-1.42	0	0
4491	-1.26	0	0
4492	-1.37	0	0
4493	-1.05	0	0
4494	-1.45	0	0
4495	-1.13	0	0
4496	-1.30	0	0
4497	-1.37	0	0
4498	-1.01	0	0
4499	-1.37	0	0
4500	-1.24	0	0
4501	-1.06	0	0
4502	-1.34	0	0
4503	-1.30	0	0
4504	-1.07	0	0
4505	-1.24	0	0
4506	-1.49	0	0
4507	-1.44	0	0
4508	-1.17	0	0
4509	-1.02	0	0
4510	-1.41	0	0
4511	-1.00	0	0
4512	-1.27	0	0
4513	-1.26	0	0
4514	-1.04	0	0
4515	-1.49	0	0
4516	-1.16	0	0
4517	-1.09	0	0
4518	-1.43	0	0
4519	-1.25	0	0
4520	-1.03	0	0
4521	-1.51	0	0
4522	-1.39	0	0
4523	-0.98	0	0
4524	-1.30	0	0
4525	-1.48	0	0
4526	-1.36	0	0
4527	-1.06	0	0
4528	-1.08	0	0
4529	-1.31	0	0
4530	-1.45	0	0
4531	-1.40	0	0
4532	-1.40	0	0
4533	-1.30	0	0
4534	-1.04	0	0
4535	-1.15	0	0
4536	-1.52	0	0
4537	-1.30	0	0
4538	-1.06	0	0
4539	-1.00	0	0
4540	-1.03	0	0
4541	-1.02	0	0
4542	-1.15	0	0
4543	-1.34	0	0
4544	-1.49	0	0
4545	-1.44	0	0
4546	-1.49	0	0
4547	-1.46	0	0
4548	-1.20	0	0
4549	-1.01	0	0
4550	-1.27	0	0
4551	-1.30	0	0
4552	-1.45	0	0
4553	-1.10	0	0
4554	-1.10	0	0
4555	-1.41	0	0
4556	-1.35	0	0
4557	-0.88	0	0
4558	-1.17	0	0
4559	-1.34	0	0
4560	-1.47	0	0
4561	-1.31	0	0
4562	-1.07	0	0
4563	-1.16	0	0
4564	-1.46	0	0
4565	-1.43	0	0
4566	-1.31	0	0
4567	-1.01	0	0
4568	-1.20	0	0
4569	-1.42	0	0
4570	-1.49	0	0
4571	-1.29	0	0
4572	-1.11	0	0
4573	-1.02	0	0
4574	-1.18	0	0
4575	-0.96	0	0
4576	-0.92	0	0
4577	-1.13	0	0
4578	-1.34	0	0
4579	-1.35	0	0
4580	-1.25	0	0
4581	-1.19	0	0
4582	-1.14	0	0
4583	-1.25	0	0
4584	-1.35	0	0
4585	-1.46	0	0
4586	-1.51	0	0
4587	-1.38	0	0
4588	-1.32	0	0
4589	-1.30	0	0
4590	-1.20	0	0
4591	-1.13	0	0
4592	-1.01	0	0
4593	-1.05	0	0
4594	-1.02	0	0
4595	-1.04	0	0
4596	-1.10	0	0
4597	-1.07	0	0
4598	-1.14	0	0
4599	-1.03	0	0
4600	-1.18	0	0
4601	-1.49	0	0
4602	-1.44	0	0
4603	-1.44	0	0
4604	-1.32	0	0
4605	-0.98	0	0
4606	-1.18	0	0
4607	-1.49	0	0
4608	-1.37	0	0
4609	-1.11	0	0
4610	-1.16	0	0
4611	-1.20	0	0
4612	-1.05	0	0
4613	-1.38	0	0
4614	-1.05	0	0
4615	-1.20	0	0
4616	-1.35	0	0
4617	-1.05	0	0
4618	-1.28	0	0
4619	-1.36	0	0
4620	-1.44	0	0
4621	-0.95	0	0
4622	-1.36	0	0
4623	-1.27	0	0
4624	-0.99	0	0
4625	-1.19	0	0
4626	-1.41	0	0
4627	-1.20	0	0
4628	-1.01	0	0
4629	-1.38	0	0
4630	-1.10	0	0
4631	-1.09	0	0
4632	-1.48	0	0
4633	-1.03	0	0
4634	-1.19	0	0
4635	-1.37	0	0
4636	-1.17	0	0
4637	-1.09	0	0
4638	-1.47	0	0
4639	-0.97	0	0
4640	-1.24	0	0
4641	-1.39	0	0
4642	-0.95	0	0
4643	-0.99	0	0
4644	-1.33	0	0
4645	-1.30	0	0
4646	-0.98	0	0
4647	-1.01	0	0
4648	-1.40	0	0
4649	-1.22	0	0
4650	-0.96	0	0
4651	-1.37	0	0
4652	-1.33	0	0
4653	-1.33	0	0
4654	-1.36	0	0
4655	-1.39	0	0
4656	-1.05	0	0
4657	-1.17	0	0
4658	-1.23	0	0
4659	-0.97	0	0
4660	-1.33	0	0
4661	-1.12	0	0
4662	-1.00	0	0
4663	-1.27	0	0
4664	-1.28	0	0
4665	-0.94	0	0
4666	-1.05	0	0
4667	-1.20	0	0
4668	-1.27	0	0
4669	-1.43	0	0
4670	-1.34	0	0
4671	-1.34	0	0
4672	-1.36	0	0
4673	-1.31	0	0
4674	-1.28	0	0
4675	-1.35	0	0
4676	-1.28	0	0
4677	-1.21	0	0
4678	-1.10	0	0
4679	-0.90	0	0
4680	-0.99	0	0
4681	-0.94	0	0
4682	-1.00	0	0
4683	-1.18	0	0
4684	-1.17	0	0
4685	-0.99	0	0
4686	-0.98	0	0
4687	-0.96	0	0
4688	-0.88	0	0
4689	-1.05	0	0
4690	-1.31	0	0
4691	-1.43	0	0
4692	-1.02	0	0
4693	-0.98	0	0
4694	-1.30	0	0
4695	-1.28	0	0
4696	-0.96	0	0
4697	-0.99	0	0
4698	-1.28	0	0
4699	-1.41	0	0
4700	-1.06	0	0
4701	-0.97	0	0
4702	-1.03	0	0
4703	-1.32	0	0
4704	-1.32	0	0
4705	-1.05	0	0
4706	-0.96	0	0
4707	-1.09	0	0
4708	-1.28	0	0
4709	-1.35	0	0
4710	-1.36	0	0
4711	-1.31	0	0
4712	-1.04	0	0
4713	-1.13	0	0
4714	-1.12	0	0
4715	-1.24	0	0
4716	-1.40	0	0
4717	-1.31	0	0
4718	-1.19	0	0
4719	-0.96	0	0
4720	-0.94	0	0
4721	-1.21	0	0
4722	-1.33	0	0
4723	-1.08	0	0
4724	-0.99	0	0
4725	-0.94	0	0
4726	-1.30	0	0
4727	-1.22	0	0
4728	-1.06	0	0
4729	-0.95	0	0
4730	-0.98	0	0
4731	-1.04	0	0
4732	-0.82	0	0
4733	-1.03	0	0
4734	-1.22	0	0
4735	-1.34	0	0
4736	-1.18	0	0
4737	-0.93	0	0
4738	-1.03	0	0
4739	-1.26	0	0
4740	-1.35	0	0
4741	-1.11	0	0
4742	-0.96	0	0
4743	-0.89	0	0
4744	-0.98	0	0
4745	-1.10	0	0
4746	-1.05	0	0
4747	-0.90	0	0
4748	-1.07	0	0
4749	-0.97	0	0
4750	-1.21	0	0
4751	-1.39	0	0
4752	-1.12	0	0
4753	-1.06	0	0
4754	-1.16	0	0
4755	-1.07	0	0
4756	-1.15	0	0
4757	-1.05	0	0
4758	-0.95	0	0
4759	-0.88	0	0
4760	-1.00	0	0
4761	-0.93	0	0
4762	-0.82	0	0
4763	-0.98	0	0
4764	-0.91	0	0
4765	-0.91	0	0
4766	-1.00	0	0
4767	-0.99	0	0
4768	-1.02	0	0
4769	-0.91	0	0
4770	-1.01	0	0
4771	-1.26	0	0
4772	-1.13	0	0
4773	-0.93	0	0
4774	-1.23	0	0
4775	-1.37	0	0
4776	-1.29	0	0
4777	-0.81	0	0
4778	-1.10	0	0
4779	-1.33	0	0
4780	-1.11	0	0
4781	-0.92	0	0
4782	-0.87	0	0
4783	-1.06	0	0
4784	-1.11	0	0
4785	-1.16	0	0
4786	-1.24	0	0
4787	-1.32	0	0
4788	-1.30	0	0
4789	-1.36	0	0
4790	-1.33	0	0
4791	-1.33	0	0
4792	-1.33	0	0
4793	-1.34	0	0
4794	-1.27	0	0
4795	-1.24	0	0
4796	-1.12	0	0
4797	-0.89	0	0
4798	-0.99	0	0
4799	-1.37	0	0
4800	-1.26	0	0
4801	-0.95	0	0
4802	-0.93	0	0
4803	-0.97	0	0
4804	-1.21	0	0
4805	-1.21	0	0
4806	-0.98	0	0
4807	-0.91	0	0
4808	-1.14	0	0
4809	-1.38	0	0
4810	-1.00	0	0
4811	-0.96	0	0
4812	-1.31	0	0
4813	-1.33	0	0
4814	-1.22	0	0
4815	-1.09	0	0
4816	-0.98	0	0
4817	-0.83	0	0
4818	-1.12	0	0
4819	-1.41	0	0
4820	-1.17	0	0
4821	-0.86	0	0
4822	-1.31	0	0
4823	-1.24	0	0
4824	-0.95	0	0
4825	-1.17	0	0
4826	-1.33	0	0
4827	-1.18	0	0
4828	-0.93	0	0
4829	-1.05	0	0
4830	-1.34	0	0
4831	-1.17	0	0
4832	-0.82	0	0
4833	-1.00	0	0
4834	-1.26	0	0
4835	-1.38	0	0
4836	-1.20	0	0
4837	-1.02	0	0
4838	-0.95	0	0
4839	-0.97	0	0
4840	-0.86	0	0
4841	-0.92	0	0
4842	-1.06	0	0
4843	-1.16	0	0
4844	-1.23	0	0
4845	-1.08	0	0
4846	-1.11	0	0
4847	-0.99	0	0
4848	-0.89	0	0
4849	-0.85	0	0
4850	-0.86	0	0
4851	-0.97	0	0
4852	-1.03	0	0
4853	-1.14	0	0
4854	-1.12	0	0
4855	-0.95	0	0
4856	-1.03	0	0
4857	-0.96	0	0
4858	-1.14	0	0
4859	-1.39	0	0
4860	-0.96	0	0
4861	-0.91	0	0
4862	-1.14	0	0
4863	-1.32	0	0
4864	-1.24	0	0
4865	-1.13	0	0
4866	-0.98	0	0
4867	-1.15	0	0
4868	-1.28	0	0
4869	-1.41	0	0
4870	-1.41	0	0
4871	-1.29	0	0
4872	-0.93	0	0
4873	-0.97	0	0
4874	-1.33	0	0
4875	-1.29	0	0
4876	-1.00	0	0
4877	-0.89	0	0
4878	-1.22	0	0
4879	-1.30	0	0
4880	-1.25	0	0
4881	-1.25	0	0
4882	-1.14	0	0
4883	-1.32	0	0
4884	-1.24	0	0
4885	-1.15	0	0
4886	-0.94	0	0
4887	-0.94	0	0
4888	-0.83	0	0
4889	-1.18	0	0
4890	-1.24	0	0
4891	-0.87	0	0
4892	-1.10	0	0
4893	-1.37	0	0
4894	-0.88	0	0
4895	-1.24	0	0
4896	-1.20	0	0
4897	-1.06	0	0
4898	-1.34	0	0
4899	-1.13	0	0
4900	-0.96	0	0
4901	-1.37	0	0
